order_id,date,customer_id,product,category,sales,price,cost,payment_status
SALE-D0B423D7,2026-04-15T06:48:00,CUST-LIVE-1477,Philips XXL Air Fryer HD9860,Kitchen,1,12999.0,10399.2,Completed
SALE-B8E4F23E,2026-04-15T12:55:00,CUST-LIVE-1487,LG 1.5 Ton Dual Inverter AC,Air Conditioner,1,38999.0,31199.2,Completed
SALE-85AA55BF,2026-04-14T08:20:00,CUST-LIVE-1488,Eureka Forbes Trendy Zip Vacuum,Appliance,1,3499.0,2799.2,Completed
SALE-FE2E2077,2026-04-14T14:43:00,CUST-LIVE-1352,Havells Flomax 1200mm Fan With Light,Lighting,1,5999.0,4799.2,Completed
SALE-F7F41640,2026-04-14T07:54:00,CUST-LIVE-1178,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-6E48DCD0,2026-04-14T09:05:00,CUST-LIVE-1207,Usha Maxx Air Tower Fan 400mm,Appliance,2,4999.0,3999.2,Completed
SALE-EDDBA31A,2026-04-14T14:57:00,CUST-LIVE-1240,Havells OTG 35L Bake & Broil,Kitchen,1,7999.0,6399.2,Completed
SALE-E79BFB69,2026-04-14T08:08:00,CUST-LIVE-1061,Dyson V8 Absolute Cordless Vacuum,Appliance,1,34999.0,27999.2,Completed
SALE-8D8C7832,2026-04-14T12:46:00,CUST-LIVE-1017,Hikvision 2MP IP PTZ Camera,Security,1,8499.0,6799.2,Completed
SALE-C629B0D4,2026-04-14T13:38:00,CUST-LIVE-1142,Philips LED Bulb 9W (Pack of 10),Lighting,1,499.0,399.2,Completed
SALE-E0A3D6E3,2026-04-14T07:57:00,CUST-LIVE-1328,Daikin 1.5 Ton 5★ Inverter Split AC,Air Conditioner,2,44999.0,35999.2,Completed
SALE-2CE7B175,2026-04-14T14:46:00,CUST-LIVE-1022,Samsung 324L Double Door Frost-Free,Refrigerator,1,34999.0,27999.2,Completed
SALE-924422DB,2026-04-14T13:49:00,CUST-LIVE-1154,Hikvision 2MP IP PTZ Camera,Security,2,8499.0,6799.2,Completed
SALE-A465BB7F,2026-04-14T13:16:00,CUST-LIVE-1317,Apple iPhone 15 128GB,Smartphone,1,79900.0,63920.0,Completed
SALE-7BA8B9A6,2026-04-14T03:57:00,CUST-LIVE-1494,Redmi Note 13 Pro+ 5G 256GB,Smartphone,1,28999.0,23199.2,Completed
SALE-76BB928A,2026-04-14T11:30:00,CUST-LIVE-1419,"OnePlus 50"" 4K Smart TV",Television,1,37999.0,30399.2,Completed
SALE-B7926D89,2026-04-13T12:01:00,CUST-LIVE-1063,Dell Inspiron 15 Core i5 16GB RAM,Laptop,1,54999.0,43999.2,Completed
SALE-3046FF44,2026-04-13T06:17:00,CUST-LIVE-1160,Vivo V29 5G 8GB+256GB,Smartphone,2,33999.0,27199.2,Completed
SALE-9944DE9F,2026-04-13T11:22:00,CUST-LIVE-1073,Samsung Galaxy S24 5G 256GB,Smartphone,1,74999.0,59999.2,Completed
SALE-35CE3864,2026-04-13T07:08:00,CUST-LIVE-1332,Havells Flomax 1200mm Fan With Light,Lighting,1,5999.0,4799.2,Completed
SALE-7A6007AE,2026-04-12T09:37:00,CUST-LIVE-1217,Philips Wet & Dry Iron GC1905,Appliance,1,1499.0,1199.2,Completed
SALE-D0CA854B,2026-04-12T06:16:00,CUST-LIVE-1278,LG 7 kg Front Load Washing Machine,Washing Machine,1,36999.0,29599.2,Completed
SALE-CEB050F8,2026-04-12T09:46:00,CUST-LIVE-1270,Dell Inspiron 15 Core i5 16GB RAM,Laptop,1,54999.0,43999.2,Completed
SALE-3CD7F332,2026-04-12T09:17:00,CUST-LIVE-1281,Godrej 10L Electronic Safe,Security,1,6999.0,5599.2,Completed
SALE-46A64222,2026-04-12T09:02:00,CUST-LIVE-1180,OnePlus 12R 5G 256GB,Smartphone,1,39999.0,31999.2,Completed
SALE-F94906FD,2026-04-12T09:57:00,CUST-LIVE-1168,Dyson V8 Absolute Cordless Vacuum,Appliance,1,34999.0,27999.2,Completed
SALE-DBD2E82C,2026-04-12T08:51:00,CUST-LIVE-1393,Realme 12 Pro+ 5G 256GB,Smartphone,1,29999.0,23999.2,Completed
SALE-81172974,2026-04-12T06:42:00,CUST-LIVE-1302,"Samsung 55"" 4K QLED Smart TV",Television,1,72999.0,58399.2,Completed
SALE-65392943,2026-04-12T11:30:00,CUST-LIVE-1123,CP Plus 5MP CCTV Kit 4-Channel,Security,1,12999.0,10399.2,Completed
SALE-C2CA3339,2026-04-11T10:30:00,CUST-LIVE-1075,Philips LED Bulb 9W (Pack of 10),Lighting,1,499.0,399.2,Completed
SALE-5AD37D48,2026-04-11T04:44:00,CUST-LIVE-1444,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-3AC8394A,2026-04-11T15:27:00,CUST-LIVE-1082,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-AF600445,2026-04-11T14:28:00,CUST-LIVE-1030,LG 215L Single Door Energy Star,Refrigerator,1,19999.0,15999.2,Completed
SALE-A350C5C3,2026-04-11T08:18:00,CUST-LIVE-1106,Samsung 324L Double Door Frost-Free,Refrigerator,2,34999.0,27999.2,Completed
SALE-0CAA71F0,2026-04-11T08:42:00,CUST-LIVE-1209,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-C8787F72,2026-04-10T05:55:00,CUST-LIVE-1063,Harman Kardon Onyx Studio 7,Audio,1,16999.0,13599.2,Completed
SALE-C62A27E6,2026-04-10T07:31:00,CUST-LIVE-1459,Usha Maxx Air Tower Fan 400mm,Appliance,1,4999.0,3999.2,Completed
SALE-AF37E45B,2026-04-10T13:28:00,CUST-LIVE-1302,Havells Flomax 1200mm Fan With Light,Lighting,2,5999.0,4799.2,Completed
SALE-B4B2662E,2026-04-10T06:38:00,CUST-LIVE-1317,Daikin 1.5 Ton 5★ Inverter Split AC,Air Conditioner,1,44999.0,35999.2,Completed
SALE-F6FB2F28,2026-04-10T07:18:00,CUST-LIVE-1173,LG 1.5 Ton Dual Inverter AC,Air Conditioner,1,38999.0,31199.2,Completed
SALE-36D515D6,2026-04-10T12:46:00,CUST-LIVE-1276,Bajaj 750W Room Heater,Appliance,2,2499.0,1999.2,Completed
SALE-67325BD3,2026-04-09T09:32:00,CUST-LIVE-1335,"Sony Bravia 43"" 4K HDR TV",Television,1,48999.0,39199.2,Completed
SALE-F5CC8DC8,2026-04-09T15:06:00,CUST-LIVE-1168,Philips XXL Air Fryer HD9860,Kitchen,1,12999.0,10399.2,Completed
SALE-C27415CC,2026-04-09T03:42:00,CUST-LIVE-1376,Samsung Galaxy S24 5G 256GB,Smartphone,1,74999.0,59999.2,Completed
SALE-F736520E,2026-04-09T06:04:00,CUST-LIVE-1154,Hikvision 2MP IP PTZ Camera,Security,2,8499.0,6799.2,Completed
SALE-5329E070,2026-04-08T13:40:00,CUST-LIVE-1469,Vivo V29 5G 8GB+256GB,Smartphone,2,33999.0,27199.2,Completed
SALE-7361EAA9,2026-04-08T07:39:00,CUST-LIVE-1396,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-C8CBE104,2026-04-08T08:00:00,CUST-LIVE-1289,Havells OTG 35L Bake & Broil,Kitchen,2,7999.0,6399.2,Completed
SALE-70D214D8,2026-04-08T06:16:00,CUST-LIVE-1458,IFB 8 kg Senator Smart WW,Washing Machine,1,49999.0,39999.2,Completed
SALE-1D2BFD22,2026-04-07T15:52:00,CUST-LIVE-1490,JBL Bar 5.0 Multibeam Soundbar,Audio,2,19999.0,15999.2,Completed
SALE-5C658F51,2026-04-07T13:21:00,CUST-LIVE-1285,Daikin 1.5 Ton 5★ Inverter Split AC,Air Conditioner,1,44999.0,35999.2,Completed
SALE-2366F449,2026-04-07T05:27:00,CUST-LIVE-1232,Apple MacBook Air M2 8GB,Laptop,1,114900.0,91920.0,Completed
SALE-39A19CA2,2026-04-06T07:45:00,CUST-LIVE-1162,"OnePlus 50"" 4K Smart TV",Television,2,37999.0,30399.2,Completed
SALE-6C22DFA8,2026-04-06T08:41:00,CUST-LIVE-1289,"Mi 40"" Full HD Android TV",Television,1,21999.0,17599.2,Completed
SALE-1518144B,2026-04-06T14:52:00,CUST-LIVE-1235,Apple iPhone 15 128GB,Smartphone,1,79900.0,63920.0,Completed
SALE-41EB3F7E,2026-04-06T06:52:00,CUST-LIVE-1143,Vivo V29 5G 8GB+256GB,Smartphone,1,33999.0,27199.2,Completed
SALE-DC0B1FDD,2026-04-06T11:55:00,CUST-LIVE-1499,Godrej 190L Direct Cool Fridge,Refrigerator,1,14999.0,11999.2,Completed
SALE-3193F853,2026-04-06T14:07:00,CUST-LIVE-1067,OnePlus 12R 5G 256GB,Smartphone,2,39999.0,31999.2,Completed
SALE-72EEE06E,2026-04-06T09:43:00,CUST-LIVE-1386,Dell Inspiron 15 Core i5 16GB RAM,Laptop,1,54999.0,43999.2,Completed
SALE-A50C71C4,2026-04-06T13:24:00,CUST-LIVE-1295,Voltas 1 Ton 3★ Split AC,Air Conditioner,1,28999.0,23199.2,Completed
SALE-4D637150,2026-04-05T11:20:00,CUST-LIVE-1055,OnePlus 12R 5G 256GB,Smartphone,2,39999.0,31999.2,Completed
SALE-22BE5F1E,2026-04-05T14:21:00,CUST-LIVE-1394,OPPO Reno 11 5G 256GB,Smartphone,1,31999.0,25599.2,Completed
SALE-BA7130C2,2026-04-05T12:22:00,CUST-LIVE-1169,Godrej 190L Direct Cool Fridge,Refrigerator,1,14999.0,11999.2,Completed
SALE-E2FEA515,2026-04-05T16:29:00,CUST-LIVE-1219,Usha Maxx Air Tower Fan 400mm,Appliance,1,4999.0,3999.2,Completed
SALE-B8314206,2026-04-05T04:04:00,CUST-LIVE-1298,Vivo V29 5G 8GB+256GB,Smartphone,2,33999.0,27199.2,Completed
SALE-DCD572A4,2026-04-05T07:49:00,CUST-LIVE-1270,Godrej 10L Electronic Safe,Security,1,6999.0,5599.2,Completed
SALE-2EFDAD9C,2026-04-05T15:40:00,CUST-LIVE-1102,"Hisense 58"" 4K UHD TV",Television,1,42999.0,34399.2,Completed
SALE-290BCDBF,2026-04-05T13:19:00,CUST-LIVE-1115,Hitachi 1 Ton 5★ Inverter AC,Air Conditioner,1,35999.0,28799.2,Completed
SALE-FCAFE290,2026-04-05T14:20:00,CUST-LIVE-1185,Samsung Galaxy S24 5G 256GB,Smartphone,1,74999.0,59999.2,Completed
SALE-33FEFC22,2026-04-05T10:41:00,CUST-LIVE-1203,JBL Bar 5.0 Multibeam Soundbar,Audio,1,19999.0,15999.2,Completed
SALE-2C38D91B,2026-04-05T11:33:00,CUST-LIVE-1327,Whirlpool 292L Frost-Free Fridge,Refrigerator,1,29999.0,23999.2,Completed
SALE-D8901ABC,2026-04-05T10:48:00,CUST-LIVE-1011,Bajaj 750W Room Heater,Appliance,1,2499.0,1999.2,Completed
SALE-D3127B8A,2026-04-05T13:21:00,CUST-LIVE-1069,CP Plus 5MP CCTV Kit 4-Channel,Security,1,12999.0,10399.2,Completed
SALE-2983BFEC,2026-04-04T08:45:00,CUST-LIVE-1133,Bajaj 750W Room Heater,Appliance,1,2499.0,1999.2,Completed
SALE-E1F16A60,2026-04-04T12:56:00,CUST-LIVE-1468,Havells OTG 35L Bake & Broil,Kitchen,1,7999.0,6399.2,Completed
SALE-97F37DCA,2026-04-04T10:08:00,CUST-LIVE-1043,OnePlus 12R 5G 256GB,Smartphone,1,39999.0,31999.2,Completed
SALE-26F12D84,2026-04-04T14:38:00,CUST-LIVE-1244,Blue Star 2 Ton 5★ Inverter AC,Air Conditioner,1,62999.0,50399.2,Completed
SALE-C513222B,2026-04-04T15:57:00,CUST-LIVE-1065,"Sony Bravia 43"" 4K HDR TV",Television,1,48999.0,39199.2,Completed
SALE-40E144F0,2026-04-04T10:19:00,CUST-LIVE-1447,Whirlpool 6.5 kg Semi-Automatic,Washing Machine,1,15999.0,12799.2,Completed
SALE-97C8B3FF,2026-04-04T12:13:00,CUST-LIVE-1036,Whirlpool 6.5 kg Semi-Automatic,Washing Machine,1,15999.0,12799.2,Completed
SALE-C6859ED8,2026-04-04T13:17:00,CUST-LIVE-1004,Samsung Galaxy S24 5G 256GB,Smartphone,1,74999.0,59999.2,Completed
SALE-92BCA05A,2026-04-04T13:22:00,CUST-LIVE-1259,LG 215L Single Door Energy Star,Refrigerator,2,19999.0,15999.2,Completed
SALE-E0D433FE,2026-04-04T13:45:00,CUST-LIVE-1096,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-5BF4B7D4,2026-04-04T05:56:00,CUST-LIVE-1303,Morphy Richards Icon Superb Mixer,Kitchen,1,4499.0,3599.2,Completed
SALE-5AFB33BF,2026-04-03T11:07:00,CUST-LIVE-1277,Philips XXL Air Fryer HD9860,Kitchen,1,12999.0,10399.2,Completed
SALE-B9A88A3A,2026-04-03T12:15:00,CUST-LIVE-1496,Syska LED Strip Light 5M RGB,Lighting,1,1299.0,1039.2,Completed
SALE-0B340774,2026-04-03T09:59:00,CUST-LIVE-1441,Realme 12 Pro+ 5G 256GB,Smartphone,1,29999.0,23999.2,Completed
SALE-4CC3674D,2026-04-03T10:36:00,CUST-LIVE-1260,Morphy Richards Icon Superb Mixer,Kitchen,1,4499.0,3599.2,Completed
SALE-6686705F,2026-04-03T09:59:00,CUST-LIVE-1058,HP Pavilion 14 Ryzen 5 8GB RAM,Laptop,2,48999.0,39199.2,Completed
SALE-FCE1ECD7,2026-04-02T05:43:00,CUST-LIVE-1015,Prestige Electric Induction Cooktop,Kitchen,1,3499.0,2799.2,Completed
SALE-4BCE9692,2026-04-02T13:14:00,CUST-LIVE-1460,Daikin 1.5 Ton 5★ Inverter Split AC,Air Conditioner,1,44999.0,35999.2,Completed
SALE-1C7E74E1,2026-04-02T05:21:00,CUST-LIVE-1292,Prestige Electric Induction Cooktop,Kitchen,1,3499.0,2799.2,Completed
SALE-D0528ED5,2026-04-02T11:18:00,CUST-LIVE-1250,Kent Grand+ Water Purifier RO,Kitchen,1,16999.0,13599.2,Completed
SALE-F4C597A6,2026-04-02T11:39:00,CUST-LIVE-1322,Sony WH-1000XM5 Wireless Headphones,Audio,1,24999.0,19999.2,Completed
SALE-FFDEE89B,2026-04-02T14:13:00,CUST-LIVE-1209,Bose QuietComfort 45 Headphones,Audio,2,29900.0,23920.0,Completed
SALE-4599CCE3,2026-04-02T09:32:00,CUST-LIVE-1013,Redmi Note 13 Pro+ 5G 256GB,Smartphone,2,28999.0,23199.2,Completed
SALE-8BAB427D,2026-04-01T14:49:00,CUST-LIVE-1363,OnePlus 12R 5G 256GB,Smartphone,1,39999.0,31999.2,Completed
SALE-CE5E08DE,2026-04-01T10:01:00,CUST-LIVE-1247,Bose QuietComfort 45 Headphones,Audio,2,29900.0,23920.0,Completed
SALE-BAEA7B74,2026-04-01T10:50:00,CUST-LIVE-1114,Dyson V8 Absolute Cordless Vacuum,Appliance,1,34999.0,27999.2,Completed
SALE-BDA44CBD,2026-04-01T10:46:00,CUST-LIVE-1020,"Hisense 58"" 4K UHD TV",Television,2,42999.0,34399.2,Completed
SALE-B66610A4,2026-04-01T05:12:00,CUST-LIVE-1309,"Samsung 55"" 4K QLED Smart TV",Television,1,72999.0,58399.2,Completed
SALE-50A40699,2026-04-01T10:02:00,CUST-LIVE-1331,OnePlus 12R 5G 256GB,Smartphone,1,39999.0,31999.2,Completed
SALE-DA5F4217,2026-04-01T07:57:00,CUST-LIVE-1390,Philips LED Bulb 9W (Pack of 10),Lighting,1,499.0,399.2,Completed
SALE-040148AD,2026-04-01T12:24:00,CUST-LIVE-1164,"OnePlus 50"" 4K Smart TV",Television,2,37999.0,30399.2,Completed
SALE-2E41A44E,2026-04-01T13:18:00,CUST-LIVE-1263,Havells OTG 35L Bake & Broil,Kitchen,1,7999.0,6399.2,Completed
SALE-74B4BEB9,2026-03-31T07:35:00,CUST-LIVE-1375,IFB 8 kg Senator Smart WW,Washing Machine,1,49999.0,39999.2,Completed
SALE-C9D3D8C0,2026-03-31T12:58:00,CUST-LIVE-1427,Hikvision 2MP IP PTZ Camera,Security,1,8499.0,6799.2,Completed
SALE-5AD07989,2026-03-31T11:47:00,CUST-LIVE-1371,Vivo V29 5G 8GB+256GB,Smartphone,1,33999.0,27199.2,Completed
SALE-E2DB2219,2026-03-31T12:16:00,CUST-LIVE-1282,ASUS VivoBook 15 Core i3 8GB,Laptop,1,38999.0,31199.2,Completed
SALE-7F0672DA,2026-03-30T13:28:00,CUST-LIVE-1471,Lenovo IdeaPad Slim 5 Ryzen 7,Laptop,1,62499.0,49999.2,Completed
SALE-69FAFE99,2026-03-30T13:25:00,CUST-LIVE-1249,Godrej 10L Electronic Safe,Security,1,6999.0,5599.2,Completed
SALE-B12A192B,2026-03-30T12:08:00,CUST-LIVE-1342,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-19C75F7D,2026-03-30T07:47:00,CUST-LIVE-1403,boAt Aavante Bar 1500 Soundbar,Audio,1,4999.0,3999.2,Completed
SALE-97C95AC1,2026-03-30T11:17:00,CUST-LIVE-1112,Morphy Richards Icon Superb Mixer,Kitchen,1,4499.0,3599.2,Completed
SALE-AB82DC8C,2026-03-30T06:28:00,CUST-LIVE-1341,Kent Grand+ Water Purifier RO,Kitchen,1,16999.0,13599.2,Completed
SALE-B503C890,2026-03-30T11:36:00,CUST-LIVE-1271,Redmi Note 13 Pro+ 5G 256GB,Smartphone,2,28999.0,23199.2,Completed
SALE-C57608CC,2026-03-30T08:14:00,CUST-LIVE-1412,Philips XXL Air Fryer HD9860,Kitchen,1,12999.0,10399.2,Completed
SALE-2723370C,2026-03-29T06:31:00,CUST-LIVE-1496,Morphy Richards Icon Superb Mixer,Kitchen,1,4499.0,3599.2,Completed
SALE-00243E40,2026-03-29T12:15:00,CUST-LIVE-1487,Syska LED Strip Light 5M RGB,Lighting,1,1299.0,1039.2,Completed
SALE-B26CACE2,2026-03-29T11:35:00,CUST-LIVE-1213,Morphy Richards Icon Superb Mixer,Kitchen,2,4499.0,3599.2,Completed
SALE-BE80FB89,2026-03-29T06:06:00,CUST-LIVE-1401,Bose QuietComfort 45 Headphones,Audio,2,29900.0,23920.0,Completed
SALE-550DF14B,2026-03-29T03:32:00,CUST-LIVE-1312,LG 215L Single Door Energy Star,Refrigerator,1,19999.0,15999.2,Completed
SALE-C3032022,2026-03-29T05:35:00,CUST-LIVE-1381,Lenovo IdeaPad Slim 5 Ryzen 7,Laptop,1,62499.0,49999.2,Completed
SALE-84A63D9C,2026-03-29T07:37:00,CUST-LIVE-1384,JBL Bar 5.0 Multibeam Soundbar,Audio,2,19999.0,15999.2,Completed
SALE-9E5B9B95,2026-03-29T15:39:00,CUST-LIVE-1477,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-C2096A0D,2026-03-29T04:52:00,CUST-LIVE-1461,Syska LED Strip Light 5M RGB,Lighting,2,1299.0,1039.2,Completed
SALE-9C175711,2026-03-29T13:07:00,CUST-LIVE-1097,Apple MacBook Air M2 8GB,Laptop,1,114900.0,91920.0,Completed
SALE-B68C0FB8,2026-03-29T04:47:00,CUST-LIVE-1177,Philips XXL Air Fryer HD9860,Kitchen,1,12999.0,10399.2,Completed
SALE-ACF02A75,2026-03-29T05:44:00,CUST-LIVE-1481,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-9C710670,2026-03-29T14:17:00,CUST-LIVE-1009,Whirlpool 6.5 kg Semi-Automatic,Washing Machine,1,15999.0,12799.2,Completed
SALE-75706547,2026-03-29T15:49:00,CUST-LIVE-1353,Panasonic 1.5 Ton Cube AC,Air Conditioner,1,41999.0,33599.2,Completed
SALE-5DBECD6E,2026-03-29T11:44:00,CUST-LIVE-1129,Bajaj 750W Room Heater,Appliance,1,2499.0,1999.2,Completed
SALE-19E74E63,2026-03-29T15:41:00,CUST-LIVE-1223,Whirlpool 292L Frost-Free Fridge,Refrigerator,1,29999.0,23999.2,Completed
SALE-99E0D217,2026-03-28T04:28:00,CUST-LIVE-1243,Apple iPhone 15 128GB,Smartphone,1,79900.0,63920.0,Completed
SALE-3896BAA1,2026-03-28T12:07:00,CUST-LIVE-1420,Daikin 1.5 Ton 5★ Inverter Split AC,Air Conditioner,1,44999.0,35999.2,Completed
SALE-0CCF2056,2026-03-28T06:50:00,CUST-LIVE-1133,ASUS VivoBook 15 Core i3 8GB,Laptop,1,38999.0,31199.2,Completed
SALE-8B1391CF,2026-03-28T12:30:00,CUST-LIVE-1392,Daikin 1.5 Ton 5★ Inverter Split AC,Air Conditioner,1,44999.0,35999.2,Completed
SALE-181251E5,2026-03-28T08:57:00,CUST-LIVE-1197,IFB 25L Convection Microwave,Kitchen,1,14999.0,11999.2,Completed
SALE-1A20D5A3,2026-03-28T06:28:00,CUST-LIVE-1023,OPPO Reno 11 5G 256GB,Smartphone,1,31999.0,25599.2,Completed
SALE-4C2F5786,2026-03-28T12:53:00,CUST-LIVE-1219,IFB 25L Convection Microwave,Kitchen,1,14999.0,11999.2,Completed
SALE-799714F9,2026-03-28T07:33:00,CUST-LIVE-1457,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-F35B929D,2026-03-28T14:09:00,CUST-LIVE-1260,IFB 8 kg Senator Smart WW,Washing Machine,1,49999.0,39999.2,Completed
SALE-114C11BE,2026-03-28T07:51:00,CUST-LIVE-1300,Daikin 1.5 Ton 5★ Inverter Split AC,Air Conditioner,1,44999.0,35999.2,Completed
SALE-5C527116,2026-03-27T06:47:00,CUST-LIVE-1424,JBL Bar 5.0 Multibeam Soundbar,Audio,1,19999.0,15999.2,Completed
SALE-54636C4B,2026-03-27T04:52:00,CUST-LIVE-1308,LG 1.5 Ton Dual Inverter AC,Air Conditioner,2,38999.0,31199.2,Completed
SALE-63716F39,2026-03-27T07:17:00,CUST-LIVE-1357,Harman Kardon Onyx Studio 7,Audio,1,16999.0,13599.2,Completed
SALE-BAD5562A,2026-03-27T12:56:00,CUST-LIVE-1286,Realme 12 Pro+ 5G 256GB,Smartphone,1,29999.0,23999.2,Completed
SALE-E3B71824,2026-03-27T10:00:00,CUST-LIVE-1220,"Sony Bravia 43"" 4K HDR TV",Television,1,48999.0,39199.2,Completed
SALE-B06E8C4B,2026-03-27T13:15:00,CUST-LIVE-1353,Bajaj 750W Room Heater,Appliance,2,2499.0,1999.2,Completed
SALE-765398B5,2026-03-26T07:37:00,CUST-LIVE-1286,Havells OTG 35L Bake & Broil,Kitchen,2,7999.0,6399.2,Completed
SALE-8FD1B7A3,2026-03-26T14:38:00,CUST-LIVE-1034,LG 1.5 Ton Dual Inverter AC,Air Conditioner,1,38999.0,31199.2,Completed
SALE-08F353D0,2026-03-26T09:03:00,CUST-LIVE-1050,Harman Kardon Onyx Studio 7,Audio,1,16999.0,13599.2,Completed
